sherlock-holmes;0.9999997
unknown-2011;0.7160438
max-steel;0.50881875
syriana;0.4498805
v-for-vendetta;0.44114277
spirited-away;0.43131408
2001-a-space-odyssey;0.40567663
the-man-from-uncle;0.37634778
haywire;0.3763346
sherlock-holmes-a-game-of-shadows;0.37023023
ma-ma;0.36900768
mr-holmes;0.36594647
the-dreamers;0.3641033
yogi-bear;0.35892135
edge-of-tomorrow;0.3539877
the-brothers-solomon;0.35168403
nancy-drew;0.32577574
the-invention-of-lying;0.32093146
star-wars-the-clone-wars;0.31984687
batman-v-superman-dawn-of-justice;0.2999664
underdog;0.28337637
arbitrage;0.27878645
the-negotiator;0.27639452
tron-legacy;0.27323464
the-christmas-candle;0.27289814
april-and-the-extraordinary-world;0.26877317
the-apparition;0.26832977
hedwig-and-the-angry-inch;0.26691297
iron-man-2;0.26691276
the-triplets-of-belleville;0.264403
rumor-has-it;0.2642635
save-me;0.2612049
the-yes-men-fix-the-world;0.2609324
red-dragon;0.26071766
house-of-flying-daggers;0.26071763
traitor;0.2602842
17-again;0.25953948
the-reaping;0.25948068
bird;0.25948015
free-willy;0.25948015
suicide-squad;0.25948015
being-john-malkovich;0.2550407
the-imposter;0.24823353
beware-of-mr-baker;0.24551633
tangled;0.2433455
twilight;0.24289475
dolphin-tale;0.23869692
oz-the-great-and-powerful;0.2374612
reservoir-dogs;0.23708887
unleashed;0.23280329
